,학년,학기,낱말,빈도수,품사
2469,1,1,빠뜨린,1,Verb
2470,1,1,없나요,1,Adjective
2471,1,1,쓰는지,1,Verb
2472,1,1,떠올리기,1,Verb
2473,1,1,고르기,1,Verb
2474,1,1,다듬기,1,Verb
2475,1,1,늦잠,1,Noun
2476,1,1,그릴,1,Noun
2477,1,1,발표회,1,Noun
2478,1,1,그렸어,1,Verb
2479,1,1,맡는다,1,Verb
2480,1,1,주었는지,1,Verb
2481,1,1,시간표,1,Noun
2482,1,1,받는,1,Verb
2483,1,1,오셔서,1,Verb
2484,1,1,반가웠습니다,1,Adjective
2485,1,1,귀여웠습니다,1,Adjective
2486,1,1,놀렸습니다,1,Verb
2487,1,1,민호,1,Noun
2488,1,1,초롱,1,Noun
2489,1,1,낳았다,1,Verb
2490,1,1,볶음밥,1,Noun
2491,1,2,만날,1,Noun
2492,1,2,부와,1,Noun
2493,1,2,읽었어,1,Verb
2494,1,2,길고은,1,Adjective
2495,1,2,심심할,1,Adjective
2496,1,2,서로서로,1,Adverb
2497,1,2,느껴,1,Verb
2498,1,2,떠오르나요,1,Verb
2499,1,2,섬,1,Noun
2500,1,2,고르려고,1,Verb
2501,1,2,고를지,1,Verb
2502,1,2,고르고,1,Verb
2503,1,2,좋아하는구나,1,Adjective
2504,1,2,첫,1,Noun
2505,1,2,차려,1,Noun
2506,1,2,여겼습니다,1,Verb
2507,1,2,자라기를,1,Verb
2508,1,2,돌잔,1,Verb
2509,1,2,치를,1,Verb
2510,1,2,낚시,1,Noun
2511,1,2,맛있어요,1,Adjective
2512,1,2,끈,1,Noun
2513,1,2,묶는다,1,Verb
2514,1,2,잤다,1,Verb
2515,1,2,썼다,1,Verb
2516,1,2,닦는다,1,Verb
2517,1,2,쥐,1,Noun
2518,1,2,이길까,1,Verb
2519,1,2,쓰면서,1,Verb
2520,1,2,움직이,1,Verb
2521,1,2,앤서니,1,Noun
2522,1,2,브라운,1,Noun
2523,1,2,옮김,1,Verb
2524,1,2,공경희,1,Noun
2525,1,2,만화책,1,Noun
2526,1,2,두꺼운,1,Adjective
2527,1,2,얇은,1,Adjective
2528,1,2,좋고,1,Adjective
2529,1,2,해적,1,Noun
2530,1,2,좋지요,1,Adjective
2531,1,2,이상한,1,Adjective
2532,1,2,맞아요,1,Verb
2533,1,2,빛,1,Noun
2534,1,2,비추면,1,Verb
2535,1,2,그림자,1,Noun
2536,1,2,생겨요,1,Verb
2537,1,2,솟아올라요,1,Verb
2538,1,2,묻어도,1,Verb
2539,1,2,젖지,1,Verb
2540,1,2,병풍,1,Noun
2541,1,2,펼칠,1,Verb
2542,1,2,튀어나와,1,Verb
2543,1,2,신기하다,1,Adjective
2544,1,2,몰랐던,1,Verb
2545,1,2,살아서,1,Verb
2546,1,2,다행,1,Noun
2547,1,2,예뻐,1,Adjective
2548,1,2,빗방울,1,Noun
2549,1,2,꼬꼬,1,Noun
2550,1,2,로드,1,Noun
2551,1,2,다닥다닥,1,Adverb
2552,1,2,싹,1,Noun
2553,1,2,틔웠습니다,1,Verb
2554,1,2,살랑살랑,1,Adverb
2555,1,2,움직입니다,1,Verb
2556,1,2,탄,1,Verb
2557,1,2,슬픈,1,Adjective
2558,1,2,삑,1,Noun
2559,1,2,물들,1,Verb
2560,1,2,있었다,1,Adjective
2561,1,2,고추잠자리,1,Noun
2562,1,2,날아다니고,1,Verb
2563,1,2,짖었다,1,Verb
2564,1,2,이리저리,1,Adverb
2565,1,2,뛰어,1,Verb
2566,1,2,다녔다,1,Verb
2567,1,2,보냈다,1,Verb
2568,1,2,내기,1,Noun
2569,1,2,뽑는다,1,Verb
2570,1,2,뽑은,1,Verb
2571,1,2,맑음,1,Noun
2572,1,2,바닷가,1,Noun
2573,1,2,쌓,1,Verb
2574,1,2,풀어,1,Verb
2575,1,2,끊다,1,Verb
2576,1,2,얹,1,Verb
2577,1,2,덟,1,Noun
2578,1,2,되도록,1,Verb
2579,1,2,엾,1,Noun
2580,1,2,괜찮,1,Adjective
2581,1,2,없,1,Adjective
2582,1,2,차도,1,Noun
2583,1,2,도화지,1,Noun
2584,1,2,지팡이,1,Noun
2585,1,2,엉금엉금,1,Noun
2586,1,2,일기장,1,Noun
2587,1,2,방글방글,1,Adverb
2588,1,2,진다,1,Verb
2589,1,2,들리는,1,Verb
2590,1,2,보이는,1,Verb
2591,1,2,없다,1,Adjective
2592,1,2,맑다,1,Adjective
2593,1,2,읽으면서,1,Verb
2594,1,2,느꼈나요,1,Verb
2595,1,2,현림,1,Noun
2596,1,2,홍성지,1,Noun
2597,1,2,우르르,1,Noun
2598,1,2,쾅,1,Noun
2599,1,2,천둥,1,Noun
2600,1,2,가르르릉,1,Noun
2601,1,2,광,1,Noun
2602,1,2,삘,1,Noun
2603,1,2,리리,1,Noun
2604,1,2,응원,1,Noun
2605,1,2,여섯,1,Noun
2606,1,2,엎어,1,Noun
2607,1,2,맞은,1,Verb
2608,1,2,공연,1,Noun
2609,1,2,궁금했습니다,1,Adjective
2610,1,2,한마디,1,Noun
2611,1,2,숨죽,1,Noun
2612,1,2,기다렸습니다,1,Verb
2613,1,2,펑,1,Noun
2614,1,2,나왔네요,1,Verb
2615,1,2,쳤습니다,1,Verb
2616,1,2,종류,1,Noun
2617,1,2,고마운데,1,Adjective
2618,1,2,남자아이와,1,Verb
2619,1,2,남자아이는,1,Verb
2620,1,2,싶었을까요,1,Verb
2621,1,2,어리둥절한,1,Adjective
2622,1,2,지은,1,Noun
2623,1,2,억울한,1,Adjective
2624,1,2,있었는데,1,Adjective
2625,1,2,몰라,1,Verb
2626,1,2,울었던,1,Verb
2627,1,2,좋겠어,1,Adjective
2628,1,2,지내면,1,Verb
2629,1,2,알아보세요,1,Verb
2630,1,2,웃습니다,1,Verb
2631,1,2,떨어집니다,1,Verb
2632,1,2,잔잔합니다,1,Adjective
2633,1,2,나타낸다,1,Verb
2634,1,2,점수,1,Noun
2635,1,2,얻는다,1,Verb
2636,1,2,뛰어갑니다,1,Verb
2637,1,2,뛰어가요,1,Verb
2638,1,2,맑은,1,Noun
2639,1,2,가을,1,Noun
2640,1,2,날아다닙니다,1,Verb
2641,1,2,나뭇가지,1,Noun
2642,1,2,닮았습니다,1,Verb
2643,1,2,그물,1,Noun
2644,1,2,생겼,1,Verb
2645,1,2,끓,1,Verb
2646,1,2,옮,1,Noun
2647,1,2,넓고,1,Adjective
2648,1,2,푸른,1,Noun
2649,1,2,다툼,1,Noun
2650,1,2,많았어요,1,Adjective
2651,1,2,자던,1,Verb
2652,1,2,버럭,1,Noun
2653,1,2,질렀어요,1,Verb
2654,1,2,기린도,1,Noun
2655,1,2,물러나지,1,Verb
2656,1,2,말렸지만,1,Verb
2657,1,2,고파서,1,Adjective
2658,1,2,잠자는,1,Verb
2659,1,2,났잖아,1,Verb
2660,1,2,그제야,1,Adverb
2661,1,2,머쓱해하며,1,Adjective
2662,1,2,마주,1,Noun
2663,1,2,화해,1,Noun
2664,1,2,했지요,1,Verb
2665,1,2,지혜롭다,1,Noun
2666,1,2,싸우고,1,Verb
2667,1,2,싶었어요,1,Verb
2668,1,2,싶은가요,1,Verb
2669,1,2,기다렸다가,1,Verb
2670,1,2,먹으라고,1,Verb
2671,1,2,자라고,1,Verb
2672,1,2,맛있는지,1,Adjective
2673,1,2,지키지,1,Verb
2674,1,2,에그,1,Exclamation
2675,1,2,순이,1,Noun
2676,1,2,나가시,1,Noun
2677,1,2,어떡해요,1,Adjective
2678,1,2,보현,1,Noun
2679,1,2,정현,1,Noun
2680,1,2,가져오기로,1,Verb
2681,1,2,했잖아,1,Verb
2682,1,2,헤맨,1,Verb
2683,1,2,들으려면,1,Verb
2684,1,2,봅,1,Verb
2685,1,2,말풍선,1,Noun
2686,1,2,채워,1,Verb
2687,1,2,하든,1,Noun
2688,1,2,맞추고,1,Verb
2689,1,2,들었거든요,1,Verb
2690,1,2,들어가지,1,Verb
2691,1,2,맴돌거든,1,Verb
2692,1,2,파랑새,1,Noun
2693,1,2,아주머니,1,Noun
2694,1,2,반상회,1,Noun
2695,1,2,있으니,1,Adjective
2696,1,2,오시,1,Noun
2697,1,2,하셨어요,1,Verb
2698,1,2,알겠다,1,Verb
2699,1,2,고맙구나,1,Adjective
2700,1,2,요리사,1,Noun
2701,1,2,세계,1,Noun
2702,1,2,싶습니다,1,Verb
2703,1,2,행복해졌으면,1,Adjective
2704,1,2,한해,1,Noun
2705,1,2,김주,1,Noun
2706,1,2,둔,1,Verb
2707,1,2,한자리,1,Noun
2708,1,2,창밖,1,Noun
2709,1,2,놓으면,1,Verb
2710,1,2,무럭무,1,Noun
2711,1,2,럭,1,Noun
2712,1,2,땅,1,Noun
2713,1,2,심고,1,Verb
2714,1,2,꾹,1,Noun
2715,1,2,밟아,1,Verb
2716,1,2,놓았어요,1,Verb
2717,1,2,미끼,1,Noun
2718,1,2,쌍,1,Noun
2719,1,2,샀어요,1,Verb
2720,1,2,키우고,1,Verb
2721,1,2,낳으면,1,Verb
2722,1,2,까게,1,Verb
2723,1,2,키웠어요,1,Verb
2724,1,2,마침내,1,Noun
2725,1,2,흘러,1,Verb
2726,1,2,가져오라고,1,Verb
2727,1,2,끌,1,Noun
2728,1,2,나왔어요,1,Verb
2729,1,2,그러,1,Adjective
2730,1,2,사게,1,Verb
2731,1,2,주었,1,Verb
2732,1,2,함박,1,Noun
2733,1,2,아버,1,Noun
2734,1,2,어땠을지,1,Adjective
2735,1,2,놓으,1,Verb
2736,1,2,무럭무럭,1,Noun
2737,1,2,엇,1,VerbPrefix
2738,1,2,점잖게,1,Adjective
2739,1,2,하실,1,Verb
2740,1,2,기대,1,Noun
2741,1,2,짓고,1,Verb
2742,1,2,계실,1,Adjective
2743,1,2,먹어요,1,Verb
2744,1,2,일찍,1,Noun
2745,1,2,일어나요,1,Verb
2746,1,2,바라봐야,1,Verb
2747,1,2,기울여야,1,Verb
2748,1,2,듣는다,1,Verb
2749,1,2,한라,1,Noun
2750,1,2,이보라,1,Noun
2751,1,2,송송,1,Noun
2752,1,2,아직도,1,Adverb
2753,1,2,침대,1,Noun
2754,1,2,갔나,1,Verb
2755,1,2,잖아,1,Verb
2756,1,2,뜨거운,1,Adjective
2757,1,2,주전자,1,Noun
2758,1,2,김,1,Noun
2759,1,2,막,1,Noun
2760,1,2,아픈가,1,Adjective
2761,1,2,대신,1,Noun
2762,1,2,변기,1,Noun
2763,1,2,양복,1,Noun
2764,1,2,넥타이,1,Noun
2765,1,2,검은,1,Adjective
2766,1,2,신어,1,Noun
2767,1,2,타겠어,1,Verb
2768,1,2,거지,1,Noun
2769,1,2,귀염둥이,1,Noun
2770,1,2,왔게,1,Verb
2771,1,2,근데,1,Adverb
2772,1,2,벌었는데,1,Verb
2773,1,2,그러게,1,Adjective
2774,1,2,없으면,1,Adjective
2775,1,2,사는데,1,Verb
2776,1,2,뭘,1,Noun
2777,1,2,만들지,1,Verb
2778,1,2,주지,1,Noun
2779,1,2,수염,1,Noun
2780,1,2,자란,1,Verb
2781,1,2,주느라,1,Verb
2782,1,2,흘린,1,Verb
2783,1,2,힘들겠다,1,Adjective
2784,1,2,하아,1,Exclamation
2785,1,2,암,1,Noun
2786,1,2,아픈지,1,Adjective
2787,1,2,알겠어,1,Verb
2788,1,2,엄청,1,Adverb
2789,1,2,골면서,1,Verb
2790,1,2,크으,1,Exclamation
2791,1,2,으으,1,Exclamation
2792,1,2,엉,1,Exclamation
2793,1,2,퓨우,1,Noun
2794,1,2,젓가락,1,Noun
2795,1,2,윷,1,Noun
2796,1,2,가락,1,Noun
2797,1,2,박자,1,Noun
2798,1,2,맞추어,1,Verb
2799,1,2,주고받으며,1,Verb
2800,1,2,바꾼,1,Verb
2801,1,2,되풀이,1,Noun
2802,1,2,되는,1,Verb
2803,1,2,짝꿍,1,Noun
2804,1,2,되었나요,1,Verb
2805,1,2,알맞은지,1,Adjective
2806,1,2,타면,1,Verb
2807,1,2,안전띠,1,Noun
2808,1,2,내릴,1,Verb
2809,1,2,조심해요,1,Verb
2810,1,2,건널,1,Verb
2811,1,2,들리지,1,Verb
2812,1,2,않았다면,1,Verb
2813,1,2,빠르거나,1,Adjective
2814,1,2,느렸다면,1,Adjective
2815,1,2,읽는구나,1,Verb
2816,1,2,알아듣기,1,Verb
2817,1,2,쉬워,1,Adjective
2818,1,2,이준,1,Noun
2819,1,2,관,1,Noun
2820,1,2,오승민,1,Noun
2821,1,2,즐거웠던,1,Adjective
2822,1,2,어떠했는지,1,Adjective
2823,1,2,부르는지,1,Verb
2824,1,2,이태준,1,Noun
2825,1,2,지나면,1,Verb
2826,1,2,놓을,1,Verb
2827,1,2,지나,1,Noun
2828,1,2,새알,1,Noun
2829,1,2,넷,1,Noun
2830,1,2,다섯,1,Noun
2831,1,2,허리춤,1,Noun
2832,1,2,떼어,1,Verb
2833,1,2,지나서,1,Verb
2834,1,2,새는,1,Verb
2835,1,2,없고,1,Adjective
2836,1,2,달린,1,Verb
2837,1,2,가져갈,1,Verb
2838,1,2,갔니,1,Verb
2839,1,2,잃,1,Verb
2840,1,2,버렸어,1,Verb
2841,1,2,읽으려면,1,Verb
2842,1,2,꺼내,1,Verb
2843,1,2,가야,1,Noun
2844,1,2,해와,1,Verb
2845,1,2,오누이,1,Noun
2846,1,2,골라요,1,Verb
2847,1,2,어울릴지,1,Verb
2848,1,2,각하,1,Noun
2849,1,2,나쁜,1,Adjective
2850,1,2,차렸어요,1,Verb
2851,1,2,옆,1,Noun
2852,1,2,지나면서,1,Verb
2853,1,2,맡았어요,1,Verb
2854,1,2,맡았으면,1,Verb
2855,1,2,막혔어요,1,Verb
2856,1,2,니요,1,Noun
2857,1,2,먹은,1,Verb
2858,1,2,났어요,1,Verb
2859,1,2,꺼내어,1,Verb
2860,1,2,흔들었어요,1,Verb
2861,1,2,들리지요,1,Verb
2862,1,2,엽,1,Noun
2863,1,2,아닌가,1,Adjective
2864,1,2,분명히,1,Adjective
2865,1,2,틀림없이,1,Adverb
2866,1,2,들었네,1,Verb
2867,1,2,됐어요,1,Verb
2868,1,2,하던,1,Verb
2869,1,2,놋쇠,1,Noun
2870,1,2,지나가세요,1,Verb
2871,1,2,양보,1,Noun
2872,1,2,동수,1,Noun
2873,1,2,받으면,1,Verb
2874,1,2,어떨까,1,Adjective
2875,1,2,어울린다,1,Verb
2876,1,2,할래,1,Verb
2877,1,2,영희,1,Noun
2878,1,2,기운,1,Noun
2879,1,2,좋아지는,1,Verb
2880,1,2,찾아왔어,1,Verb
2881,1,2,기쁘게,1,Adjective
2882,1,2,반겼어,1,Verb
2883,1,2,이혜,1,Noun
2884,1,2,옥,1,Noun
2885,1,2,이은진,1,Noun
2886,1,2,탐스러운,1,Verb
2887,1,2,감사해요,1,Verb
2888,1,2,공손히,1,Adjective
2889,1,2,오순도순,1,Noun
2890,1,2,딱딱한,1,Adjective
2891,1,2,듬성듬성,1,Adverb
2892,1,2,오도독,1,Noun
2893,1,2,더니,1,Noun
2894,1,2,후두두,1,Noun
2895,1,2,다닥,1,Noun
2896,1,2,으악,1,Adverb
2897,1,2,포르르,1,Noun
2898,1,2,대롱대롱,1,Adverb
2899,1,2,잠깐,1,Noun
2900,1,2,봐라,1,Verb
2901,1,2,멋지지,1,Adjective
2902,1,2,않니,1,Verb
2903,1,2,던지고,1,Verb
2904,1,2,조심해야,1,Verb
2905,1,2,새로,1,Adjective
2906,1,2,나타났을,1,Verb
2907,1,2,했을까요,1,Verb
2908,1,2,속상해요,1,Adjective
2909,1,2,화나요,1,Verb
2910,1,2,미안해요,1,Adjective
2911,1,2,부러워요,1,Adjective
2912,1,2,망가져서,1,Verb
2913,1,2,망,1,Noun
2914,1,2,나타내려면,1,Verb
2915,1,2,드는,1,Verb
2916,1,2,독서,1,Noun
2917,1,2,재밌겠다,1,Adjective
2918,1,2,솔직한,1,Adjective
2919,1,2,될지,1,Verb
2920,1,2,미안하지만,1,Adjective
2921,1,2,나가서,1,Verb
2922,1,2,축구,1,Noun
2923,1,2,승혁,1,Noun
2924,1,2,정민,1,Noun
2925,1,2,는데,1,Eomi
2926,1,2,행,1,Noun
2927,1,2,곧,1,Noun
2928,1,2,마를,1,Adjective
2929,1,2,탑,1,Noun
2930,1,2,나자,1,Verb
2931,1,2,지켜,1,Verb
2932,1,2,늦어서,1,Verb
2933,1,2,착각,1,Noun
2934,1,2,젖었니,1,Verb
2935,1,2,움직인다,1,Verb
2936,1,2,쉰다,1,Verb
2937,1,2,바퀴,1,Noun
2938,1,2,나중,1,Noun
2939,1,2,김민아,1,Noun
2940,1,2,이찬호,1,Noun
2941,1,2,김시원,1,Noun
2942,1,2,드리렴,1,Verb
2943,1,2,분이셔,1,Verb
2944,1,2,왔단다,1,Verb
2945,1,2,좋은지,1,Adjective
2946,1,2,친해질,1,Verb
2947,1,2,괜찮으세요,1,Adjective
2948,1,2,중요할까,1,Adjective
2949,1,2,삼,1,Noun
2950,1,2,형제,1,Noun
2951,1,2,거북이,1,Noun
2952,1,2,알아맞히기,1,Noun
2953,1,2,떠올린다,1,Verb
2954,1,2,주황색,1,Noun
2955,1,2,꼭지,1,Noun
2956,1,2,깎아서,1,Verb
2957,1,2,말려,1,Verb
2958,1,2,푹,1,Noun
2959,1,2,익으면,1,Verb
2960,1,2,물렁물렁해,1,Adjective
2961,1,2,집니다,1,Verb
2962,1,2,꼭꼭,1,Noun
2963,1,2,꼬끼오,1,Noun
2964,1,2,낳은,1,Verb
2965,1,2,홍,1,Noun
2966,1,2,윤희,1,Noun
2967,1,2,옛적,1,Noun
2968,1,2,아끼고,1,Verb
2969,1,2,가난한,1,Adjective
2970,1,2,나누,1,Verb
2971,1,2,모였다,1,Verb
2972,1,2,도나,1,Noun
2973,1,2,자네,1,Noun
2974,1,2,있다는,1,Adjective
2975,1,2,착하니,1,Adjective
2976,1,2,구먼,1,Noun
2977,1,2,엿듣던,1,Noun
2978,1,2,고약한,1,Adjective
2979,1,2,궁궐,1,Noun
2980,1,2,들었어요,1,Verb
2981,1,2,외치,1,Noun
2982,1,2,나오고,1,Verb
2983,1,2,멈추는,1,Verb
2984,1,2,웃었지요,1,Verb
2985,1,2,옳아,1,Adjective
2986,1,2,잠든,1,Verb
2987,1,2,훔쳐,1,Verb
2988,1,2,도망가다가,1,Verb
2989,1,2,쏟아져,1,Verb
2990,1,2,나왔고,1,Verb
2991,1,2,점점,1,Noun
2992,1,2,쌓여,1,Verb
2993,1,2,기우뚱기우뚱,1,Adverb
2994,1,2,가라앉기,1,Verb
2995,1,2,잊어버렸어,1,Verb
2996,1,2,결국,1,Adverb
2997,1,2,가라앉고,1,Verb
2998,1,2,말았어요,1,Verb
2999,1,2,돌았어요,1,Verb
3000,1,2,바닷물,1,Noun
3001,1,2,짜게,1,Verb
3002,1,2,되었답니다,1,Verb
3003,1,2,잊어버렸어요,1,Verb
3004,1,2,백성,1,Noun
3005,1,2,기다리던,1,Verb
3006,1,2,출,1,Verb
3007,1,2,설,1,Noun
3008,1,2,줄이,1,Verb
3009,1,2,길어도,1,Verb
3010,1,2,되었다,1,Verb
3011,1,2,오르락내리락,1,Noun
3012,1,2,무서웠다,1,Adjective
3013,1,2,나니,1,Noun
3014,1,2,무섭지,1,Adjective
3015,1,2,아셨는,1,Verb
3016,1,2,달콤했다,1,Adjective
3017,1,2,갔어,1,Verb
3018,1,2,탔어,1,Verb
3019,1,2,먹었다,1,Verb
3020,1,2,오셨다,1,Verb
3021,1,2,다칠,1,Verb
3022,1,2,하셨,1,Verb
3023,1,2,알려야,1,Verb
3024,1,2,한다고,1,Verb
3025,1,2,셨다,1,Noun
3026,1,2,드러내는,1,Verb
3027,1,2,말이어야,1,Verb
3028,1,2,어울려야,1,Verb
3029,1,2,오셨나요,1,Verb
3030,1,2,나타내야,1,Verb
3031,1,2,급식,1,Noun
3032,1,2,나빠질,1,Verb
3033,1,2,골고루,1,Adverb
3034,1,2,먹었으면,1,Verb
3035,1,2,붙였어,1,Verb
3036,1,2,왜냐하면,1,Adverb
3037,1,2,만났나요,1,Verb
3038,1,2,역사,1,Noun
3039,1,2,문학,1,Noun
3040,1,2,다녀온,1,Verb
3041,1,2,나지,1,Verb
3042,1,2,않도록,1,Verb
3043,1,2,조심,1,Noun
3044,1,2,옮깁니다,1,Verb
3045,1,2,여쭈어,1,Verb
3046,1,2,소곤소곤,1,Adverb
3047,1,2,알리,1,Noun
3048,1,2,알아봐야,1,Verb
3049,1,2,꼼꼼하게,1,Adjective
3050,1,2,묻고,1,Verb
3051,1,2,하기를,1,Verb
3052,1,2,꼼꼼히,1,Adjective
3053,1,2,옳으면,1,Adjective
3054,1,2,틀리면,1,Verb
3055,1,2,낸다,1,Verb
3056,1,2,문제,1,Noun
3057,1,2,알아맞힌,1,Verb
3058,1,2,되기,1,Verb
3059,1,2,들어갑니다,1,Verb
3060,1,2,휴대,1,Noun
3061,1,2,전화,1,Noun
3062,1,2,전원,1,Noun
3063,1,2,끕니다,1,Verb
3064,1,2,연주,1,Noun
3065,1,2,중,1,Noun
3066,1,2,동영상,1,Noun
3067,1,2,찍지,1,Verb
3068,1,2,내지,1,Noun
3069,1,2,큰지,1,Verb
3070,1,2,빠졌어요,1,Verb
3071,1,2,도와줘,1,Verb
3072,1,2,어푸어푸,1,Adverb
3073,1,2,떨어뜨렸어요,1,Verb
3074,1,2,겨우,1,Noun
3075,1,2,중요할,1,Adjective
3076,1,2,했는지를,1,Verb
3077,1,2,졸고,1,Verb
3078,1,2,다가왔어요,1,Verb
3079,1,2,도와줘야겠어,1,Verb
3080,1,2,재빨리,1,Adverb
3081,1,2,깨물었어요,1,Verb
3082,1,2,따가워,1,Adjective
3083,1,2,총,1,Noun
3084,1,2,쏘았어요,1,Verb
3085,1,2,푸드덕,1,Adverb
3086,1,2,날아갔지요,1,Verb
3087,1,2,옥토끼,1,Noun
3088,1,2,알아듣지,1,Verb
3089,1,2,보이니,1,Verb
3090,1,2,알아듣겠어,1,Verb
3091,1,2,모이는,1,Verb
3092,1,2,친척,1,Noun
3093,1,2,고향,1,Noun
3094,1,2,도란도란,1,Adverb
3095,1,2,야기,1,Noun
3096,1,2,햇,1,Noun
3097,1,2,햇곡식,1,Noun
3098,1,2,정성,1,Noun
3099,1,2,차례상,1,Noun
3100,1,2,올리고,1,Verb
3101,1,2,끝날,1,Verb
3102,1,2,쉬면서,1,Verb
3103,1,2,것일,1,Noun
3104,1,2,새집,1,Noun
3105,1,2,가나,1,Noun
3106,1,2,민속놀이,1,Noun
3107,1,2,놀았던,1,Verb
3108,1,2,놓습니다,1,Verb
3109,1,2,넘어뜨립니다,1,Verb
3110,1,2,발등,1,Noun
3111,1,2,무릎,1,Noun
3112,1,2,끼워,1,Verb
3113,1,2,놓은,1,Verb
3114,1,2,넘어,1,Verb
3115,1,2,이깁니다,1,Verb
3116,1,2,알아야,1,Verb
3117,1,2,학용품,1,Noun
3118,1,2,흔히,1,Adjective
3119,1,2,있지만,1,Adjective
3120,1,2,아는,1,Verb
3121,1,2,생김새,1,Noun
3122,1,2,자를,1,Verb
3123,1,2,주로,1,Noun
3124,1,2,엄지,1,Noun
3125,1,2,매끄러운,1,Adjective
3126,1,2,홈,1,Noun
3127,1,2,파인,1,Verb
3128,1,2,시금치,1,Noun
3129,1,2,무침을,1,Verb
3130,1,2,좋아해,1,Adjective
3131,1,2,튼튼하게,1,Adjective
3132,1,2,무는,1,Verb
3133,1,2,됩니,1,Verb
3134,1,2,영양소,1,Noun
3135,1,2,좋다,1,Adjective
3136,1,2,않는다,1,Verb
3137,1,2,김희,1,Noun
3138,1,2,염혜,1,Noun
3139,1,2,품,1,Noun
3140,1,2,폭,1,Noun
3141,1,2,안길,1,Noun
3142,1,2,하루하루,1,Noun
3143,1,2,오려,1,Verb
3144,1,2,껴안아,1,Verb
3145,1,2,단추,1,Noun
3146,1,2,춧,1,Noun
3147,1,2,들어가고,1,Verb
3148,1,2,심장,1,Noun
3149,1,2,두근거리는,1,Adjective
3150,1,2,얼마만큼,1,Noun
3151,1,2,작은가요,1,Adjective
3152,1,2,자란다고,1,Verb
3153,1,2,문을,1,Noun
3154,1,2,봄,1,Noun
3155,1,2,농부,1,Noun
3156,1,2,논,1,Noun
3157,1,2,심습니다,1,Verb
3158,1,2,물속,1,Noun
3159,1,2,내리고,1,Verb
3160,1,2,여름내,1,Noun
3161,1,2,받으며,1,Verb
3162,1,2,자라다가,1,Verb
3163,1,2,을,1,Josa
3164,1,2,누렇,1,Noun
3165,1,2,변하면서,1,Adjective
3166,1,2,익습니다,1,Verb
3167,1,2,익은,1,Verb
3168,1,2,이삭,1,Noun
3169,1,2,축,1,Noun
3170,1,2,늘어집니다,1,Verb
3171,1,2,라면,1,Noun
3172,1,2,어땠나요,1,Adjective
3173,1,2,월요일,1,Noun
3174,1,2,흐림,1,Verb
3175,1,2,샀다,1,Verb
3176,1,2,지어,1,Verb
3177,1,2,빨갛기,1,Adjective
3178,1,2,나누는,1,Verb
3179,1,2,가운,1,Noun
3180,1,2,드러나야,1,Verb
3181,1,2,겪는다면,1,Verb
3182,1,2,들지,1,Verb
3183,1,2,받았을,1,Verb
3184,1,2,운동회,1,Noun
3185,1,2,밑줄,1,Noun
3186,1,2,둠마다,1,Verb
3187,1,2,만들었다,1,Verb
3188,1,2,둠은,1,Verb
3189,1,2,꾸몄다,1,Verb
3190,1,2,파는,1,Verb
3191,1,2,도깨비,1,Noun
3192,1,2,팔고,1,Noun
3193,1,2,변신,1,Noun
3194,1,2,로봇,1,Noun
3195,1,2,팔았다,1,Verb
3196,1,2,팔릴,1,Verb
3197,1,2,좋았다,1,Adjective
3198,1,2,불쌍하다,1,Adjective
3199,1,2,화나다,1,Verb
3200,1,2,기쁘다,1,Adjective
3201,1,2,멋지다,1,Adjective
3202,1,2,무섭다,1,Adjective
3203,1,2,부끄럽다,1,Adjective
3204,1,2,귀찮다,1,Adjective
3205,1,2,놀라다,1,Verb
3206,1,2,신나다,1,Adjective
3207,1,2,남는지,1,Verb
3208,1,2,둠이,1,Verb
3209,1,2,않았다,1,Verb
3210,1,2,나들이,1,Noun
3211,1,2,반짝,1,Noun
3212,1,2,싶었던,1,Verb
3213,1,2,반가웠,1,Adjective
3214,1,2,바탕,1,Noun
3215,1,2,붙였나요,1,Verb
3216,1,2,꾸준히,1,Adjective
3217,1,2,다짐,1,Noun
3218,1,2,즐겨,1,Verb
3219,1,2,삼키고,1,Verb
3220,1,2,사라진,1,Verb
3221,1,2,재미있는지,1,Adjective
3222,1,2,여겨,1,Verb
3223,1,2,얼음판,1,Noun
3224,1,2,미끄러져,1,Verb
3225,1,2,넘어지는,1,Verb
3226,1,2,수달,1,Noun
3227,1,2,밀어,1,Verb
3228,1,2,탔던,1,Verb
3229,1,2,민트,1,Noun
3230,1,2,래빗,1,Noun
3231,1,2,플래닝,1,Noun
3232,1,2,나타낸,1,Verb
3233,1,2,북슬북슬,1,Noun
3234,1,2,빵빵,1,Noun
3235,1,2,길쭉길쭉,1,Adverb
3236,1,2,그린,1,Noun
3237,1,2,최향,1,Noun
3238,1,2,깊고,1,Adjective
3239,1,2,사각사각,1,Adverb
3240,1,2,스륵스륵,1,Adverb
3241,1,2,조물조물,1,Adverb
3242,1,2,만들었어요,1,Verb
3243,1,2,멋진,1,Adjective
3244,1,2,춤출,1,Verb
3245,1,2,얕은,1,Adjective
3246,1,2,졸랐,1,Verb
3247,1,2,뽐낼,1,Verb
3248,1,2,넓은,1,Adjective
3249,1,2,들판,1,Noun
3250,1,2,곤충,1,Noun
3251,1,2,마음먹은,1,Verb
3252,1,2,불면,1,Noun
3253,1,2,가려서,1,Verb
3254,1,2,필요해요,1,Adjective
3255,1,2,필요한,1,Adjective
